pxcor,pycor,patch ID,block ID,patch richness
34,81,34_81,4001,10
71,63,71_63,3103,6
17,18,17_18,900,7
90,53,90_53,2604,3
85,98,85_98,4904,7
29,99,29_99,4901,2
19,4,19_4,200,11
69,29,69_29,1403,4
54,80,54_80,4002,8
40,63,40_63,3102,4
45,40,45_40,2002,5
28,17,28_17,801,12
30,6,30_6,301,6
49,97,49_97,4802,9
58,51,58_51,2502,1
74,6,74_6,303,3
54,85,54_85,4202,6
21,96,21_96,4801,4
29,55,29_55,2701,8
0,86,0_86,4300,2
29,67,29_67,3301,7
70,90,70_90,4503,6
86,25,86_25,1204,3
73,17,73_17,803,9
41,3,41_3,102,5
5,88,5_88,4400,11
78,60,78_60,3003,4
52,31,52_31,1502,10
18,35,18_35,1700,13
23,37,23_37,1801,5
40,82,40_82,4102,4
6,19,6_19,900,6
40,24,40_24,1202,2
65,85,65_85,4203,3
19,11,19_11,500,8
69,95,69_95,4703,5
4,24,4_24,1200,10
77,91,77_91,4503,8
29,8,29_8,401,4
77,90,77_90,4503,3
18,77,18_77,3800,8
56,33,56_33,1602,5
53,18,53_18,902,7
93,55,93_55,2704,16
40,70,40_70,3502,7
65,93,65_93,4603,1
64,51,64_51,2503,3
92,97,92_97,4804,8
15,2,15_2,100,7
27,90,27_90,4501,10
30,96,30_96,4801,7
75,24,75_24,1203,4
24,6,24_6,301,6
25,21,25_21,1001,7
27,95,27_95,4701,9
13,47,13_47,2300,3
32,66,32_66,3301,11
96,3,96_3,104,10
95,76,95_76,3804,9
26,63,26_63,3101,6
62,51,62_51,2503,4
77,41,77_41,2003,5
98,18,98_18,904,4
65,95,65_95,4703,10
12,99,12_99,4900,10
50,45,50_45,2202,10
85,80,85_80,4004,3
16,1,16_1,0,3
69,0,69_0,3,4
47,71,47_71,3502,6
30,11,30_11,501,6
17,5,17_5,200,15
11,85,11_85,4200,10
28,71,28_71,3501,3
88,10,88_10,504,8
37,2,37_2,101,7
3,61,3_61,3000,5
8,44,8_44,2200,5
94,13,94_13,604,14
87,65,87_65,3204,6
24,42,24_42,2101,3
87,77,87_77,3804,7
38,75,38_75,3701,5
42,61,42_61,3002,4
53,56,53_56,2802,3
92,1,92_1,4,11
30,33,30_33,1601,14
50,84,50_84,4202,14
59,79,59_79,3902,6
25,48,25_48,2401,6
62,54,62_54,2703,6
77,40,77_40,2003,6
84,47,84_47,2304,7
24,51,24_51,2501,6
85,8,85_8,404,9
58,43,58_43,2102,12
48,25,48_25,1202,7
29,50,29_50,2501,5
82,19,82_19,904,14
86,41,86_41,2004,11
49,93,49_93,4602,8
50,11,50_11,502,5
94,67,94_67,3304,4
25,93,25_93,4601,7
90,36,90_36,1804,4
12,13,12_13,600,6
2,65,2_65,3200,7
21,29,21_29,1401,8
76,14,76_14,703,2
48,6,48_6,302,5
25,13,25_13,601,7
30,90,30_90,4501,21
29,14,29_14,701,3
18,63,18_63,3100,6
5,86,5_86,4300,11
57,57,57_57,2802,5
11,87,11_87,4300,2
12,98,12_98,4900,5
35,26,35_26,1301,8
95,20,95_20,1004,4
24,15,24_15,701,6
39,48,39_48,2401,4
87,29,87_29,1404,11
79,10,79_10,503,4
66,45,66_45,2203,3
91,21,91_21,1004,8
47,38,47_38,1902,13
58,65,58_65,3202,4
79,38,79_38,1903,10
66,68,66_68,3403,0
58,59,58_59,2902,8
1,14,1_14,700,3
92,80,92_80,4004,5
3,18,3_18,900,4
85,11,85_11,504,16
49,2,49_2,102,7
70,46,70_46,2303,17
78,32,78_32,1603,5
98,31,98_31,1504,4
74,98,74_98,4903,6
26,0,26_0,1,7
19,26,19_26,1300,3
55,4,55_4,202,6
40,15,40_15,702,6
6,1,6_1,0,12
91,97,91_97,4804,4
74,77,74_77,3803,8
22,29,22_29,1401,14
42,62,42_62,3102,7
75,18,75_18,903,4
28,82,28_82,4101,2
39,9,39_9,401,8
55,99,55_99,4902,3
93,88,93_88,4404,8
64,32,64_32,1603,9
91,76,91_76,3804,6
48,82,48_82,4102,4
23,31,23_31,1501,12
8,16,8_16,800,10
20,82,20_82,4101,6
22,4,22_4,201,5
36,52,36_52,2601,2
86,87,86_87,4304,4
62,26,62_26,1303,1
72,43,72_43,2103,5
88,52,88_52,2604,4
51,64,51_64,3202,12
56,90,56_90,4502,10
40,38,40_38,1902,4
42,71,42_71,3502,5
94,58,94_58,2904,5
42,96,42_96,4802,9
52,54,52_54,2702,8
80,34,80_34,1704,1
62,1,62_1,3,3
30,12,30_12,601,7
58,55,58_55,2702,3
62,35,62_35,1703,2
69,78,69_78,3903,11
81,35,81_35,1704,1
90,63,90_63,3104,16
66,74,66_74,3703,3
90,78,90_78,3904,10
94,65,94_65,3204,15
61,19,61_19,903,6
83,1,83_1,4,4
72,83,72_83,4103,2
12,57,12_57,2800,14
99,0,99_0,4,7
71,25,71_25,1203,8
7,8,7_8,400,2
37,85,37_85,4201,3
56,60,56_60,3002,18
61,58,61_58,2903,3
14,67,14_67,3300,2
14,66,14_66,3300,3
69,33,69_33,1603,7
59,58,59_58,2902,3
29,17,29_17,801,11
95,97,95_97,4804,5
33,22,33_22,1101,7
5,2,5_2,100,2
0,53,0_53,2600,10
28,54,28_54,2701,8
45,50,45_50,2502,3
60,15,60_15,703,9
96,51,96_51,2504,6
6,37,6_37,1800,6
27,87,27_87,4301,5
81,57,81_57,2804,6
31,51,31_51,2501,4
6,62,6_62,3100,11
89,2,89_2,104,5
29,22,29_22,1101,8
49,47,49_47,2302,3
54,68,54_68,3402,5
43,67,43_67,3302,7
48,65,48_65,3202,14
13,22,13_22,1100,4
68,56,68_56,2803,9
40,85,40_85,4202,7
28,38,28_38,1901,10
88,19,88_19,904,5
57,93,57_93,4602,5
61,68,61_68,3403,8
61,2,61_2,103,3
56,63,56_63,3102,3
5,52,5_52,2600,14
81,25,81_25,1204,7
36,93,36_93,4601,3
55,74,55_74,3702,4
18,84,18_84,4200,15
31,29,31_29,1401,20
0,70,0_70,3500,2
53,48,53_48,2402,3
11,40,11_40,2000,8
67,68,67_68,3403,1
67,59,67_59,2903,5
27,56,27_56,2801,6
86,96,86_96,4804,6
30,75,30_75,3701,7
66,4,66_4,203,7
16,85,16_85,4200,4
60,75,60_75,3703,9
90,33,90_33,1604,11
90,94,90_94,4704,1
94,75,94_75,3704,8
42,40,42_40,2002,7
70,4,70_4,203,5
32,40,32_40,2001,9
83,75,83_75,3704,20
88,35,88_35,1704,5
46,26,46_26,1302,7
5,8,5_8,400,6
16,10,16_10,500,3
81,61,81_61,3004,3
20,5,20_5,201,3
13,57,13_57,2800,7
11,20,11_20,1000,3
76,57,76_57,2803,10
70,50,70_50,2503,13
82,34,82_34,1704,7
96,18,96_18,904,3
28,7,28_7,301,4
47,37,47_37,1802,4
31,44,31_44,2201,5
19,97,19_97,4800,12
36,78,36_78,3901,7
19,10,19_10,500,4
73,91,73_91,4503,12
49,10,49_10,502,8
63,15,63_15,703,7
3,96,3_96,4800,7
18,13,18_13,600,5
5,99,5_99,4900,10
87,79,87_79,3904,8
45,24,45_24,1202,8
99,13,99_13,604,5
59,85,59_85,4202,8
65,1,65_1,3,4
57,98,57_98,4902,5
80,62,80_62,3104,4
81,27,81_27,1304,8
51,68,51_68,3402,8
19,93,19_93,4600,6
3,81,3_81,4000,4
51,5,51_5,202,3
85,63,85_63,3104,1
73,26,73_26,1303,5
65,68,65_68,3403,2
26,95,26_95,4701,3
64,42,64_42,2103,14
21,19,21_19,901,11
3,19,3_19,900,6
86,50,86_50,2504,5
47,35,47_35,1702,11
92,50,92_50,2504,9
14,38,14_38,1900,1
52,85,52_85,4202,8
78,0,78_0,3,14
83,62,83_62,3104,2
19,44,19_44,2200,2
5,82,5_82,4100,16
30,99,30_99,4901,3
61,61,61_61,3003,7
43,74,43_74,3702,4
43,92,43_92,4602,10
20,14,20_14,701,6
59,17,59_17,802,4
2,9,2_9,400,7
66,65,66_65,3203,4
81,74,81_74,3704,8
70,43,70_43,2103,6
34,15,34_15,701,1
54,12,54_12,602,12
73,74,73_74,3703,13
90,79,90_79,3904,14
25,11,25_11,501,7
51,63,51_63,3102,11
35,20,35_20,1001,6
32,62,32_62,3101,5
89,66,89_66,3304,7
29,3,29_3,101,9
56,48,56_48,2402,9
2,12,2_12,600,3
2,34,2_34,1700,3
3,11,3_11,500,6
0,50,0_50,2500,7
62,5,62_5,203,7
34,59,34_59,2901,10
20,72,20_72,3601,3
66,75,66_75,3703,1
15,24,15_24,1200,5
61,93,61_93,4603,5
36,88,36_88,4401,4
14,63,14_63,3100,11
77,3,77_3,103,19
23,47,23_47,2301,5
21,28,21_28,1401,13
77,9,77_9,403,2
82,2,82_2,104,4
37,6,37_6,301,9
39,27,39_27,1301,3
91,19,91_19,904,2
71,14,71_14,703,6
69,25,69_25,1203,8
75,73,75_73,3603,6
5,78,5_78,3900,9
59,34,59_34,1702,8
6,58,6_58,2900,2
78,55,78_55,2703,15
64,37,64_37,1803,8
86,66,86_66,3304,11
42,17,42_17,802,5
78,28,78_28,1403,5
27,31,27_31,1501,6
78,64,78_64,3203,10
6,88,6_88,4400,11
45,75,45_75,3702,9
18,65,18_65,3200,12
55,22,55_22,1102,3
53,49,53_49,2402,5
33,83,33_83,4101,5
48,23,48_23,1102,3
75,84,75_84,4203,5
93,73,93_73,3604,17
4,9,4_9,400,4
47,4,47_4,202,4
96,55,96_55,2704,3
82,92,82_92,4604,7
85,89,85_89,4404,6
0,46,0_46,2300,9
40,22,40_22,1102,2
97,70,97_70,3504,6
42,22,42_22,1102,3
64,80,64_80,4003,18
19,36,19_36,1800,3
80,15,80_15,704,2
56,4,56_4,202,8
8,94,8_94,4700,2
91,49,91_49,2404,3
33,46,33_46,2301,7
84,35,84_35,1704,6
32,60,32_60,3001,15
15,22,15_22,1100,4
85,6,85_6,304,5
31,74,31_74,3701,18
83,36,83_36,1804,6
39,61,39_61,3001,2
8,41,8_41,2000,2
15,83,15_83,4100,17
79,51,79_51,2503,10
93,84,93_84,4204,4
17,23,17_23,1100,9
17,92,17_92,4600,27
5,22,5_22,1100,9
83,98,83_98,4904,6
8,9,8_9,400,7
33,54,33_54,2701,7
28,24,28_24,1201,5
75,33,75_33,1603,7
56,94,56_94,4702,7
74,49,74_49,2403,4
26,60,26_60,3001,12
72,85,72_85,4203,7
62,57,62_57,2803,3
99,37,99_37,1804,8
25,55,25_55,2701,1
34,31,34_31,1501,2
82,39,82_39,1904,7
64,10,64_10,503,11
5,11,5_11,500,15
85,83,85_83,4104,4
13,36,13_36,1800,2
99,61,99_61,3004,7
58,19,58_19,902,7
27,33,27_33,1601,4
81,0,81_0,4,6
13,50,13_50,2500,8
80,82,80_82,4104,1
16,30,16_30,1500,11
54,1,54_1,2,8
7,96,7_96,4800,2
43,57,43_57,2802,4
22,75,22_75,3701,1
93,0,93_0,4,15
21,13,21_13,601,10
38,37,38_37,1801,9
36,69,36_69,3401,5
44,7,44_7,302,5
58,36,58_36,1802,6
20,61,20_61,3001,27
69,53,69_53,2603,3
62,62,62_62,3103,4
85,45,85_45,2204,3
39,29,39_29,1401,1
40,87,40_87,4302,4
67,30,67_30,1503,7
15,21,15_21,1000,9
88,15,88_15,704,7
25,10,25_10,501,7
86,44,86_44,2204,3
72,90,72_90,4503,4
54,34,54_34,1702,3
17,49,17_49,2400,5
87,91,87_91,4504,4
8,40,8_40,2000,7
77,52,77_52,2603,6
28,3,28_3,101,12
56,9,56_9,402,5
34,4,34_4,201,8
86,79,86_79,3904,12
88,99,88_99,4904,8
61,12,61_12,603,6
73,21,73_21,1003,8
40,86,40_86,4302,6
90,28,90_28,1404,4
46,85,46_85,4202,5
41,24,41_24,1202,4
62,66,62_66,3303,1
95,44,95_44,2204,10
85,81,85_81,4004,4
5,53,5_53,2600,7
46,86,46_86,4302,3
20,8,20_8,401,3
30,81,30_81,4001,8
2,75,2_75,3700,10
0,81,0_81,4000,5
89,19,89_19,904,10
61,83,61_83,4103,6
41,58,41_58,2902,2
42,77,42_77,3802,7
52,64,52_64,3202,25
43,47,43_47,2302,5
93,78,93_78,3904,6
64,4,64_4,203,4
54,57,54_57,2802,7
30,86,30_86,4301,11
94,82,94_82,4104,5
73,90,73_90,4503,6
72,75,72_75,3703,9
17,28,17_28,1400,3
3,73,3_73,3600,2
74,70,74_70,3503,11
45,68,45_68,3402,5
56,7,56_7,302,5
65,67,65_67,3303,4
61,66,61_66,3303,1
76,79,76_79,3903,2
77,82,77_82,4103,8
98,8,98_8,404,14
78,16,78_16,803,7
7,82,7_82,4100,7
6,82,6_82,4100,13
17,14,17_14,700,3
98,76,98_76,3804,10
17,61,17_61,3000,8
8,74,8_74,3700,16
65,16,65_16,803,6
24,55,24_55,2701,2
9,32,9_32,1600,3
32,14,32_14,701,2
52,20,52_20,1002,3
44,22,44_22,1102,8
77,26,77_26,1303,6
27,34,27_34,1701,1
42,16,42_16,802,4
27,38,27_38,1901,11
82,31,82_31,1504,5
23,41,23_41,2001,11
47,65,47_65,3202,12
3,60,3_60,3000,5
8,22,8_22,1100,8
23,82,23_82,4101,1
57,31,57_31,1502,7
11,45,11_45,2200,13
11,22,11_22,1100,4
33,5,33_5,201,8
82,40,82_40,2004,10
69,41,69_41,2003,5
62,18,62_18,903,7
95,86,95_86,4304,5
94,27,94_27,1304,4
84,56,84_56,2804,2
85,99,85_99,4904,12
46,67,46_67,3302,8
27,93,27_93,4601,5
55,84,55_84,4202,8
9,66,9_66,3300,9
43,63,43_63,3102,8
25,25,25_25,1201,5
68,90,68_90,4503,5
85,48,85_48,2404,4
54,50,54_50,2502,4
37,48,37_48,2401,1
91,37,91_37,1804,14
0,13,0_13,600,2
51,38,51_38,1902,7
94,52,94_52,2604,6
42,70,42_70,3502,4
38,76,38_76,3801,8
6,56,6_56,2800,7
33,68,33_68,3401,13
73,68,73_68,3403,12
58,44,58_44,2202,18
84,60,84_60,3004,9
78,99,78_99,4903,6
24,89,24_89,4401,11
79,0,79_0,3,27
60,68,60_68,3403,8
78,70,78_70,3503,18
8,12,8_12,600,2
8,5,8_5,200,19
25,0,25_0,1,12
57,48,57_48,2402,8
37,11,37_11,501,8
0,31,0_31,1500,6
21,36,21_36,1801,5
0,33,0_33,1600,5
68,64,68_64,3203,13
8,93,8_93,4600,1
72,76,72_76,3803,10
3,48,3_48,2400,4
35,91,35_91,4501,11
38,74,38_74,3701,10
83,84,83_84,4204,4
71,34,71_34,1703,8
66,21,66_21,1003,5
82,73,82_73,3604,6
4,76,4_76,3800,6
45,26,45_26,1302,20
84,80,84_80,4004,3
92,63,92_63,3104,2
13,64,13_64,3200,10
47,46,47_46,2302,7
76,74,76_74,3703,3
94,23,94_23,1104,4
98,83,98_83,4104,3
33,16,33_16,801,5
84,18,84_18,904,10
2,79,2_79,3900,2
31,19,31_19,901,3
99,25,99_25,1204,2
99,45,99_45,2204,3
86,49,86_49,2404,11
44,15,44_15,702,7
57,33,57_33,1602,7
19,29,19_29,1400,5
41,86,41_86,4302,15
1,94,1_94,4700,8
2,94,2_94,4700,4
3,5,3_5,200,11
54,3,54_3,102,17
70,11,70_11,503,3
24,36,24_36,1801,4
62,68,62_68,3403,5
0,20,0_20,1000,11
48,76,48_76,3802,4
13,48,13_48,2400,7
45,53,45_53,2602,2
22,86,22_86,4301,3
27,47,27_47,2301,13
64,54,64_54,2703,5
53,76,53_76,3802,22
46,70,46_70,3502,17
57,28,57_28,1402,6
84,45,84_45,2204,4
64,22,64_22,1103,3
92,28,92_28,1404,6
7,34,7_34,1700,10
0,18,0_18,900,3
54,72,54_72,3602,4
24,24,24_24,1201,6
77,2,77_2,103,28
61,14,61_14,703,6
16,2,16_2,100,3
29,36,29_36,1801,4
21,45,21_45,2201,10
85,33,85_33,1604,2
89,20,89_20,1004,4
2,31,2_31,1500,3
37,1,37_1,1,3
13,19,13_19,900,3
74,87,74_87,4303,2
79,20,79_20,1003,14
65,39,65_39,1903,10
94,47,94_47,2304,3
0,47,0_47,2300,16
12,64,12_64,3200,6
30,53,30_53,2601,5
54,2,54_2,102,11
38,78,38_78,3901,33
37,19,37_19,901,1
92,94,92_94,4704,7
35,69,35_69,3401,8
4,44,4_44,2200,3
97,79,97_79,3904,6
1,86,1_86,4300,6
23,73,23_73,3601,5
46,77,46_77,3802,13
30,41,30_41,2001,9
35,1,35_1,1,4
96,39,96_39,1904,6
73,20,73_20,1003,12
51,17,51_17,802,6
81,46,81_46,2304,6
0,19,0_19,900,8
17,32,17_32,1600,6
21,30,21_30,1501,5
25,83,25_83,4101,3
83,5,83_5,204,2
59,35,59_35,1702,4
63,92,63_92,4603,9
48,73,48_73,3602,20
67,82,67_82,4103,2
66,2,66_2,103,3
87,69,87_69,3404,7
58,53,58_53,2602,4
72,66,72_66,3303,18
16,60,16_60,3000,9
54,29,54_29,1402,3
11,28,11_28,1400,4
87,27,87_27,1304,6
2,88,2_88,4400,3
86,70,86_70,3504,3
97,62,97_62,3104,1
96,61,96_61,3004,8
46,50,46_50,2502,3
11,49,11_49,2400,7
18,64,18_64,3200,5
97,46,97_46,2304,4
32,21,32_21,1001,6
63,60,63_60,3003,5
40,44,40_44,2202,19
50,54,50_54,2702,8
48,9,48_9,402,13
30,95,30_95,4701,7
17,66,17_66,3300,8
92,84,92_84,4204,7
49,5,49_5,202,10
42,45,42_45,2202,7
97,47,97_47,2304,2
19,5,19_5,200,8
69,5,69_5,203,4
71,76,71_76,3803,23
48,17,48_17,802,13
68,69,68_69,3403,4
70,23,70_23,1103,7
36,73,36_73,3601,2
40,57,40_57,2802,7
43,20,43_20,1002,12
66,11,66_11,503,6
14,0,14_0,0,13
59,59,59_59,2902,4
39,10,39_10,501,7
78,4,78_4,203,41
95,36,95_36,1804,12
69,68,69_68,3403,7
17,31,17_31,1500,9
39,65,39_65,3201,1
48,79,48_79,3902,6
90,80,90_80,4004,7
75,17,75_17,803,3
72,30,72_30,1503,6
82,51,82_51,2504,5
92,55,92_55,2704,46
68,50,68_50,2503,12
34,67,34_67,3301,9
1,11,1_11,500,6
38,52,38_52,2601,6
94,0,94_0,4,13
56,78,56_78,3902,5
50,44,50_44,2202,20
3,52,3_52,2600,2
74,0,74_0,3,7
63,17,63_17,803,16
67,13,67_13,603,4
3,90,3_90,4500,7
73,82,73_82,4103,3
46,39,46_39,1902,5
40,64,40_64,3202,5
3,59,3_59,2900,6
80,67,80_67,3304,10
3,57,3_57,2800,7
14,97,14_97,4800,13
18,95,18_95,4700,8
25,92,25_92,4601,12
25,3,25_3,101,9
8,60,8_60,3000,3
74,86,74_86,4303,8
93,49,93_49,2404,4
63,7,63_7,303,5
41,0,41_0,2,6
84,41,84_41,2004,10
62,22,62_22,1103,10
92,71,92_71,3504,5
90,40,90_40,2004,2
52,23,52_23,1102,2
77,75,77_75,3703,4
4,40,4_40,2000,4
63,19,63_19,903,13
28,83,28_83,4101,3
69,92,69_92,4603,4
94,30,94_30,1504,10
75,66,75_66,3303,6
69,51,69_51,2503,5
54,46,54_46,2302,4
59,94,59_94,4702,10
15,85,15_85,4200,5
85,41,85_41,2004,11
88,63,88_63,3104,12
90,84,90_84,4204,9
20,64,20_64,3201,3
7,1,7_1,0,4
38,40,38_40,2001,6
32,15,32_15,701,3
56,24,56_24,1202,2
49,9,49_9,402,4
83,79,83_79,3904,12
58,87,58_87,4302,9
47,5,47_5,202,7
4,61,4_61,3000,16
10,95,10_95,4700,6
26,44,26_44,2201,5
14,83,14_83,4100,7
88,17,88_17,804,12
35,39,35_39,1901,5
97,49,97_49,2404,8
25,40,25_40,2001,11
90,92,90_92,4604,4
12,75,12_75,3700,8
9,18,9_18,900,6
51,26,51_26,1302,4
4,42,4_42,2100,16
7,74,7_74,3700,12
49,90,49_90,4502,3
63,76,63_76,3803,15
88,44,88_44,2204,4
9,26,9_26,1300,7
71,65,71_65,3203,5
91,55,91_55,2704,17
73,95,73_95,4703,3
69,50,69_50,2503,7
73,55,73_55,2703,21
89,8,89_8,404,7
44,24,44_24,1202,12
42,88,42_88,4402,2
86,20,86_20,1004,4
87,26,87_26,1304,9
21,91,21_91,4501,5
20,76,20_76,3801,9
42,1,42_1,2,5
21,76,21_76,3801,5
42,97,42_97,4802,26
70,42,70_42,2103,3
26,70,26_70,3501,32
58,84,58_84,4202,5
78,98,78_98,4903,2
93,97,93_97,4804,5
21,10,21_10,501,4
92,51,92_51,2504,21
80,23,80_23,1104,5
39,74,39_74,3701,5
52,62,52_62,3102,8
50,41,50_41,2002,6
12,51,12_51,2500,7
60,70,60_70,3503,5
70,82,70_82,4103,4
99,87,99_87,4304,3
97,12,97_12,604,1
18,4,18_4,200,7
54,87,54_87,4302,20
40,35,40_35,1702,4
1,63,1_63,3100,1
3,95,3_95,4700,4
16,51,16_51,2500,4
46,52,46_52,2602,6
34,85,34_85,4201,2
52,32,52_32,1602,7
93,53,93_53,2604,7
48,46,48_46,2302,9
12,31,12_31,1500,3
93,6,93_6,304,7
10,47,10_47,2300,5
41,52,41_52,2602,7
64,7,64_7,303,6
30,57,30_57,2801,3
17,10,17_10,500,3
36,90,36_90,4501,5
31,55,31_55,2701,19
90,65,90_65,3204,6
42,55,42_55,2702,5
21,49,21_49,2401,15
25,65,25_65,3201,5
47,42,47_42,2102,4
88,30,88_30,1504,13
71,85,71_85,4203,8
17,45,17_45,2200,2
96,10,96_10,504,2
36,24,36_24,1201,4
37,12,37_12,601,5
33,15,33_15,701,2
26,93,26_93,4601,4
47,47,47_47,2302,9
12,80,12_80,4000,2
31,32,31_32,1601,9
19,76,19_76,3800,11
85,95,85_95,4704,7
38,60,38_60,3001,9
27,40,27_40,2001,13
78,75,78_75,3703,6
69,11,69_11,503,3
6,35,6_35,1700,2
48,30,48_30,1502,3
55,68,55_68,3402,6
45,86,45_86,4302,5
84,36,84_36,1804,5
73,47,73_47,2303,2
94,22,94_22,1104,3
97,90,97_90,4504,6
9,72,9_72,3600,10
79,87,79_87,4303,7
87,68,87_68,3404,19
19,23,19_23,1100,8
51,7,51_7,302,9
41,76,41_76,3802,7
18,17,18_17,800,8
43,98,43_98,4902,10
83,25,83_25,1204,7
29,58,29_58,2901,12
0,39,0_39,1900,4
46,4,46_4,202,12
89,77,89_77,3804,8
4,89,4_89,4400,20
50,3,50_3,102,9
34,7,34_7,301,10
70,65,70_65,3203,9
90,21,90_21,1004,12
51,51,51_51,2502,5
57,20,57_20,1002,2
87,3,87_3,104,6
41,31,41_31,1502,8
37,98,37_98,4901,6
89,73,89_73,3604,4
81,3,81_3,104,6
73,38,73_38,1903,27
81,83,81_83,4104,4
7,54,7_54,2700,10
71,89,71_89,4403,9
33,74,33_74,3701,15
86,22,86_22,1104,8
70,75,70_75,3703,3
45,62,45_62,3102,4
19,47,19_47,2300,11
16,35,16_35,1700,3
52,39,52_39,1902,11
78,27,78_27,1303,9
58,30,58_30,1502,9
13,40,13_40,2000,8
51,43,51_43,2102,8
58,26,58_26,1302,7
16,33,16_33,1600,6
27,46,27_46,2301,8
89,27,89_27,1304,3
94,2,94_2,104,9
89,9,89_9,404,4
64,84,64_84,4203,10
62,92,62_92,4603,6
80,6,80_6,304,2
81,33,81_33,1604,3
70,24,70_24,1203,7
75,58,75_58,2903,6
38,77,38_77,3801,13
74,50,74_50,2503,14
0,93,0_93,4600,2
26,49,26_49,2401,7
34,48,34_48,2401,8
10,44,10_44,2200,13
85,91,85_91,4504,7
60,36,60_36,1803,9
69,71,69_71,3503,3
52,99,52_99,4902,6
8,39,8_39,1900,3
14,31,14_31,1500,5
90,87,90_87,4304,9
99,54,99_54,2704,10
57,2,57_2,102,5
23,54,23_54,2701,12
32,42,32_42,2101,8
32,9,32_9,401,3
88,65,88_65,3204,2
27,98,27_98,4901,6
47,15,47_15,702,6
67,98,67_98,4903,6
18,99,18_99,4900,4
1,1,1_1,0,8
80,88,80_88,4404,3
56,32,56_32,1602,5
75,36,75_36,1803,9
6,68,6_68,3400,1
47,96,47_96,4802,5
31,83,31_83,4101,19
18,67,18_67,3300,7
52,14,52_14,702,5
1,69,1_69,3400,4
23,69,23_69,3401,8
72,91,72_91,4503,8
40,72,40_72,3602,6
57,78,57_78,3902,5
7,17,7_17,800,8
74,78,74_78,3903,9
13,87,13_87,4300,10
75,16,75_16,803,4
97,82,97_82,4104,2
36,56,36_56,2801,6
91,73,91_73,3604,4
66,50,66_50,2503,6
59,80,59_80,4002,8
44,52,44_52,2602,11
67,67,67_67,3303,3
61,47,61_47,2303,6
53,4,53_4,202,8
47,83,47_83,4102,4
68,3,68_3,103,7
64,46,64_46,2303,7
71,43,71_43,2103,4
45,59,45_59,2902,1
83,11,83_11,504,6
33,26,33_26,1301,12
75,15,75_15,703,6
22,79,22_79,3901,5
83,18,83_18,904,5
41,62,41_62,3102,4
14,51,14_51,2500,6
3,94,3_94,4700,6
73,69,73_69,3403,9
72,4,72_4,203,9
57,68,57_68,3402,7
31,24,31_24,1201,8
71,84,71_84,4203,6
23,43,23_43,2101,19
69,43,69_43,2103,3
70,88,70_88,4403,5
25,59,25_59,2901,9
68,5,68_5,203,5
80,20,80_20,1004,17
62,20,62_20,1003,10
72,92,72_92,4603,21
46,56,46_56,2802,0
60,6,60_6,303,9
6,13,6_13,600,1
51,77,51_77,3802,6
30,48,30_48,2401,4
5,50,5_50,2500,2
0,11,0_11,500,4
89,97,89_97,4804,4
99,59,99_59,2904,3
21,56,21_56,2801,17
6,75,6_75,3700,8
71,23,71_23,1103,8
62,15,62_15,703,5
38,99,38_99,4901,4
6,89,6_89,4400,10
24,4,24_4,201,8
91,46,91_46,2304,5
99,82,99_82,4104,5
46,7,46_7,302,5
85,85,85_85,4204,5
6,31,6_31,1500,7
8,37,8_37,1800,3
74,31,74_31,1503,3
10,21,10_21,1000,3
56,55,56_55,2702,12
81,12,81_12,604,24
93,46,93_46,2304,3
36,50,36_50,2501,2
19,24,19_24,1200,5
9,86,9_86,4300,9
31,82,31_82,4101,16
39,69,39_69,3401,7
29,91,29_91,4501,5
59,99,59_99,4902,10
60,29,60_29,1403,6
7,76,7_76,3800,13
93,62,93_62,3104,2
81,24,81_24,1204,8
94,54,94_54,2704,6
37,16,37_16,801,3
77,65,77_65,3203,3
72,53,72_53,2603,11
69,17,69_17,803,12
5,73,5_73,3600,6
1,42,1_42,2100,10
45,51,45_51,2502,5
84,65,84_65,3204,5
10,88,10_88,4400,3
48,89,48_89,4402,7
67,16,67_16,803,4
12,59,12_59,2900,4
9,15,9_15,700,5
28,2,28_2,101,11
86,1,86_1,4,8
61,73,61_73,3603,8
51,49,51_49,2402,4
14,52,14_52,2600,8
65,6,65_6,303,3
76,21,76_21,1003,3
45,90,45_90,4502,5
32,81,32_81,4001,15
19,80,19_80,4000,13
33,99,33_99,4901,11
74,48,74_48,2403,2
36,36,36_36,1801,14
12,70,12_70,3500,7
2,44,2_44,2200,0
95,83,95_83,4104,6
93,96,93_96,4804,5
14,50,14_50,2500,6
66,84,66_84,4203,6
23,38,23_38,1901,3
98,29,98_29,1404,2
51,40,51_40,2002,21
53,46,53_46,2302,6
39,71,39_71,3501,4
93,7,93_7,304,8
17,99,17_99,4900,5
86,83,86_83,4104,4
61,60,61_60,3003,2
32,83,32_83,4101,13
6,81,6_81,4000,10
20,0,20_0,1,6
37,79,37_79,3901,7
83,12,83_12,604,6
98,74,98_74,3704,13
66,48,66_48,2403,7
79,80,79_80,4003,4
25,51,25_51,2501,3
75,60,75_60,3003,5
9,43,9_43,2100,17
29,68,29_68,3401,6
80,49,80_49,2404,15
20,77,20_77,3801,6
68,4,68_4,203,6
99,58,99_58,2904,8
93,1,93_1,4,24
67,43,67_43,2103,4
52,24,52_24,1202,5
84,87,84_87,4304,4
97,57,97_57,2804,6
4,58,4_58,2900,7
99,63,99_63,3104,10
31,8,31_8,401,3
