pxcor,pycor,patch ID,block ID,patch richness
11,18,11_18,900,4
10,54,10_54,2700,33
88,72,88_72,3604,4
57,95,57_95,4702,31
1,15,1_15,700,3
64,96,64_96,4803,1
99,55,99_55,2704,8
91,32,91_32,1604,5
32,2,32_2,101,4
49,40,49_40,2002,11
82,62,82_62,3104,2
32,32,32_32,1601,4
42,9,42_9,402,7
3,6,3_6,300,12
20,1,20_1,1,9
26,25,26_25,1201,4
37,5,37_5,201,3
43,40,43_40,2002,9
64,27,64_27,1303,7
4,50,4_50,2500,2
32,82,32_82,4101,21
42,3,42_3,102,5
27,54,27_54,2701,8
83,81,83_81,4004,5
43,11,43_11,502,4
21,2,21_2,101,6
60,30,60_30,1503,7
67,32,67_32,1603,6
71,91,71_91,4503,4
67,40,67_40,2003,6
36,8,36_8,401,25
85,73,85_73,3604,5
34,69,34_69,3401,13
86,45,86_45,2204,3
4,22,4_22,1100,14
81,8,81_8,404,6
10,13,10_13,600,3
39,34,39_34,1701,6
14,76,14_76,3800,8
34,61,34_61,3001,8
32,98,32_98,4901,3
73,6,73_6,303,7
78,48,78_48,2403,4
24,14,24_14,701,10
9,57,9_57,2800,3
13,91,13_91,4500,9
42,4,42_4,202,4
82,11,82_11,504,7
43,44,43_44,2202,4
70,84,70_84,4203,10
86,92,86_92,4604,7
66,10,66_10,503,11
32,45,32_45,2201,20
23,14,23_14,701,10
67,87,67_87,4303,7
97,22,97_22,1104,6
18,78,18_78,3900,10
98,63,98_63,3104,6
37,45,37_45,2201,12
81,13,81_13,604,10
99,52,99_52,2604,5
88,98,88_98,4904,4
74,84,74_84,4203,7
2,93,2_93,4600,2
99,48,99_48,2404,3
63,78,63_78,3903,9
9,61,9_61,3000,7
85,22,85_22,1104,13
28,15,28_15,701,1
62,44,62_44,2203,6
96,14,96_14,704,3
29,60,29_60,3001,7
24,21,24_21,1001,16
69,14,69_14,703,6
58,81,58_81,4002,3
87,47,87_47,2304,9
53,36,53_36,1802,5
71,46,71_46,2303,11
64,59,64_59,2903,11
77,99,77_99,4903,8
36,27,36_27,1301,9
98,24,98_24,1204,3
66,63,66_63,3103,12
16,72,16_72,3600,5
60,2,60_2,103,7
75,76,75_76,3803,15
82,28,82_28,1404,14
35,97,35_97,4801,11
64,50,64_50,2503,6
8,3,8_3,100,30
67,51,67_51,2503,7
38,48,38_48,2401,4
24,9,24_9,401,8
1,79,1_79,3900,2
58,73,58_73,3602,2
43,3,43_3,102,11
82,89,82_89,4404,13
6,34,6_34,1700,5
75,6,75_6,303,3
32,99,32_99,4901,3
14,48,14_48,2400,6
14,11,14_11,500,12
48,61,48_61,3002,2
70,66,70_66,3303,9
77,77,77_77,3803,6
57,58,57_58,2902,9
86,37,86_37,1804,4
81,98,81_98,4904,6
16,63,16_63,3100,9
9,60,9_60,3000,6
47,14,47_14,702,6
21,63,21_63,3101,6
92,87,92_87,4304,2
67,9,67_9,403,5
1,47,1_47,2300,13
35,63,35_63,3101,4
64,67,64_67,3303,7
68,49,68_49,2403,6
35,24,35_24,1201,7
72,0,72_0,3,5
33,37,33_37,1801,5
5,39,5_39,1900,8
91,69,91_69,3404,6
38,84,38_84,4201,11
16,13,16_13,600,7
43,42,43_42,2102,5
21,43,21_43,2101,2
79,42,79_42,2103,5
38,47,38_47,2301,9
92,91,92_91,4504,2
82,90,82_90,4504,5
80,48,80_48,2404,6
81,44,81_44,2204,4
59,66,59_66,3302,5
86,78,86_78,3904,10
12,37,12_37,1800,5
81,37,81_37,1804,3
58,38,58_38,1902,13
56,92,56_92,4602,3
17,60,17_60,3000,11
66,20,66_20,1003,7
77,20,77_20,1003,4
26,41,26_41,2001,13
56,85,56_85,4202,5
17,83,17_83,4100,5
60,41,60_41,2003,3
43,72,43_72,3602,4
86,54,86_54,2704,2
11,13,11_13,600,3
26,34,26_34,1701,1
44,91,44_91,4502,5
26,46,26_46,2301,8
80,71,80_71,3504,19
7,27,7_27,1300,6
28,39,28_39,1901,8
45,19,45_19,902,10
78,45,78_45,2203,13
26,58,26_58,2901,9
85,17,85_17,804,5
28,27,28_27,1301,11
48,28,48_28,1402,5
95,18,95_18,904,4
38,92,38_92,4601,6
83,15,83_15,704,1
45,25,45_25,1202,11
80,11,80_11,504,7
50,64,50_64,3202,8
24,97,24_97,4801,8
95,62,95_62,3104,3
71,12,71_12,603,3
27,29,27_29,1401,6
68,97,68_97,4803,2
50,76,50_76,3802,8
10,50,10_50,2500,11
96,19,96_19,904,8
70,27,70_27,1303,3
69,72,69_72,3603,1
95,56,95_56,2804,5
4,77,4_77,3800,8
85,23,85_23,1104,7
85,43,85_43,2104,7
93,21,93_21,1004,8
72,22,72_22,1103,8
10,18,10_18,900,8
23,87,23_87,4301,5
41,36,41_36,1802,7
97,21,97_21,1004,12
4,17,4_17,800,5
81,52,81_52,2604,6
32,16,32_16,801,7
80,87,80_87,4304,6
30,4,30_4,201,7
76,64,76_64,3203,8
71,35,71_35,1703,5
99,62,99_62,3104,18
45,0,45_0,2,8
65,24,65_24,1203,2
62,90,62_90,4503,6
84,33,84_33,1604,6
88,5,88_5,204,11
81,39,81_39,1904,7
15,60,15_60,3000,14
37,13,37_13,601,5
98,70,98_70,3504,13
67,31,67_31,1503,9
82,57,82_57,2804,5
90,69,90_69,3404,9
27,27,27_27,1301,6
96,93,96_93,4604,2
6,47,6_47,2300,11
62,46,62_46,2303,8
79,98,79_98,4903,4
19,59,19_59,2900,5
39,23,39_23,1101,3
2,30,2_30,1500,2
65,97,65_97,4803,4
57,61,57_61,3002,8
54,91,54_91,4502,14
56,71,56_71,3502,4
16,88,16_88,4400,4
70,38,70_38,1903,4
31,88,31_88,4401,18
92,36,92_36,1804,13
30,69,30_69,3401,4
45,92,45_92,4602,9
51,62,51_62,3102,7
59,96,59_96,4802,28
71,66,71_66,3303,9
28,43,28_43,2101,6
60,40,60_40,2003,5
76,8,76_8,403,6
80,16,80_16,804,2
65,72,65_72,3603,1
87,67,87_67,3304,12
37,76,37_76,3801,19
94,70,94_70,3504,2
25,9,25_9,401,7
94,42,94_42,2104,8
78,93,78_93,4603,3
89,44,89_44,2204,4
29,71,29_71,3501,7
30,7,30_7,301,11
67,8,67_8,403,9
94,40,94_40,2004,5
70,6,70_6,303,8
68,65,68_65,3203,9
37,97,37_97,4801,15
29,86,29_86,4301,16
89,42,89_42,2104,2
50,79,50_79,3902,3
73,44,73_44,2203,4
1,21,1_21,1000,11
13,56,13_56,2800,5
43,28,43_28,1402,5
94,73,94_73,3604,20
78,76,78_76,3803,5
54,15,54_15,702,19
56,84,56_84,4202,13
83,3,83_3,104,5
18,34,18_34,1700,11
0,71,0_71,3500,3
18,21,18_21,1000,6
83,59,83_59,2904,1
98,78,98_78,3904,8
55,13,55_13,602,5
57,91,57_91,4502,2
23,13,23_13,601,15
10,24,10_24,1200,8
84,23,84_23,1104,7
54,42,54_42,2102,15
24,63,24_63,3101,6
80,46,80_46,2304,7
6,44,6_44,2200,6
91,38,91_38,1904,7
40,95,40_95,4702,7
92,47,92_47,2304,9
82,71,82_71,3504,7
44,65,44_65,3202,17
57,71,57_71,3502,8
10,40,10_40,2000,6
30,66,30_66,3301,10
22,31,22_31,1501,6
50,72,50_72,3602,3
2,47,2_47,2300,7
94,10,94_10,504,16
65,36,65_36,1803,5
13,73,13_73,3600,3
1,12,1_12,600,6
83,85,83_85,4204,5
13,17,13_17,800,14
40,48,40_48,2402,2
49,8,49_8,402,2
53,16,53_16,802,12
33,62,33_62,3101,5
96,68,96_68,3404,5
61,20,61_20,1003,5
17,0,17_0,0,12
42,67,42_67,3302,9
53,60,53_60,3002,10
63,16,63_16,803,9
64,95,64_95,4703,3
80,57,80_57,2804,6
46,53,46_53,2602,3
82,66,82_66,3304,5
70,76,70_76,3803,8
90,91,90_91,4504,4
96,43,96_43,2104,5
71,38,71_38,1903,5
42,56,42_56,2802,1
83,82,83_82,4104,2
92,58,92_58,2904,3
23,74,23_74,3701,1
95,2,95_2,104,14
27,70,27_70,3501,10
38,59,38_59,2901,2
26,11,26_11,501,12
36,63,36_63,3101,5
91,77,91_77,3804,8
7,66,7_66,3300,5
57,67,57_67,3302,6
76,42,76_42,2103,15
27,67,27_67,3301,16
25,99,25_99,4901,6
15,73,15_73,3600,6
16,97,16_97,4800,12
33,31,33_31,1501,6
3,20,3_20,1000,6
52,57,52_57,2802,10
91,10,91_10,504,6
23,20,23_20,1001,7
13,68,13_68,3400,8
73,40,73_40,2003,10
52,87,52_87,4302,8
53,45,53_45,2202,12
25,6,25_6,301,4
0,69,0_69,3400,1
89,16,89_16,804,8
42,43,42_43,2102,6
19,9,19_9,400,7
42,35,42_35,1702,14
32,86,32_86,4301,4
57,64,57_64,3202,9
41,74,41_74,3702,7
9,63,9_63,3100,7
6,12,6_12,600,2
89,56,89_56,2804,3
12,19,12_19,900,4
91,63,91_63,3104,7
40,53,40_53,2602,5
0,3,0_3,100,6
60,16,60_16,803,3
54,43,54_43,2102,11
21,26,21_26,1301,10
87,21,87_21,1004,4
4,5,4_5,200,12
0,76,0_76,3800,2
61,45,61_45,2203,10
31,4,31_4,201,4
68,31,68_31,1503,5
14,77,14_77,3800,16
46,68,46_68,3402,6
35,27,35_27,1301,8
22,81,22_81,4001,4
74,7,74_7,303,2
18,45,18_45,2200,3
81,63,81_63,3104,2
95,94,95_94,4704,3
68,40,68_40,2003,4
37,41,37_41,2001,5
36,95,36_95,4701,4
46,54,46_54,2702,8
38,7,38_7,301,4
24,39,24_39,1901,4
46,19,46_19,902,5
23,61,23_61,3001,4
96,71,96_71,3504,2
81,5,81_5,204,4
64,19,64_19,903,8
30,76,30_76,3801,8
70,99,70_99,4903,6
10,32,10_32,1600,7
39,87,39_87,4301,4
8,6,8_6,300,8
77,37,77_37,1803,4
67,3,67_3,103,2
85,64,85_64,3204,5
42,12,42_12,602,6
51,59,51_59,2902,6
77,57,77_57,2803,5
34,41,34_41,2001,8
22,3,22_3,101,9
37,63,37_63,3101,3
46,87,46_87,4302,4
71,3,71_3,103,7
51,76,51_76,3802,10
92,68,92_68,3404,4
83,53,83_53,2604,10
48,69,48_69,3402,8
0,68,0_68,3400,4
21,67,21_67,3301,8
96,11,96_11,504,2
18,24,18_24,1200,9
15,34,15_34,1700,4
94,94,94_94,4704,12
9,12,9_12,600,2
68,67,68_67,3303,5
68,20,68_20,1003,4
51,75,51_75,3702,9
97,28,97_28,1404,6
38,73,38_73,3601,4
94,49,94_49,2404,5
71,6,71_6,303,7
2,77,2_77,3800,4
41,5,41_5,202,3
13,11,13_11,500,8
38,83,38_83,4101,3
56,42,56_42,2102,6
41,22,41_22,1102,6
24,95,24_95,4701,4
59,38,59_38,1902,29
37,56,37_56,2801,11
76,54,76_54,2703,13
64,41,64_41,2003,9
69,18,69_18,903,11
72,6,72_6,303,19
17,51,17_51,2500,2
26,91,26_91,4501,6
9,90,9_90,4500,24
54,65,54_65,3202,3
58,1,58_1,2,6
76,85,76_85,4203,4
87,46,87_46,2304,6
14,72,14_72,3600,2
54,98,54_98,4902,5
67,72,67_72,3603,2
14,37,14_37,1800,3
11,53,11_53,2600,7
95,11,95_11,504,7
1,50,1_50,2500,6
19,68,19_68,3400,5
14,65,14_65,3200,6
5,10,5_10,500,6
45,57,45_57,2802,11
40,14,40_14,702,5
86,57,86_57,2804,4
88,39,88_39,1904,2
74,36,74_36,1803,6
0,75,0_75,3700,3
9,91,9_91,4500,9
89,40,89_40,2004,3
96,78,96_78,3904,12
15,82,15_82,4100,9
64,26,64_26,1303,17
72,58,72_58,2903,4
65,49,65_49,2403,7
40,39,40_39,1902,4
19,79,19_79,3900,6
36,94,36_94,4701,1
35,55,35_55,2701,2
80,56,80_56,2804,6
58,9,58_9,402,3
49,35,49_35,1702,11
0,61,0_61,3000,2
22,76,22_76,3801,3
44,84,44_84,4202,5
54,67,54_67,3302,10
70,85,70_85,4203,18
12,53,12_53,2600,5
25,69,25_69,3401,5
44,50,44_50,2502,7
67,22,67_22,1103,7
18,38,18_38,1900,7
19,17,19_17,800,10
50,12,50_12,602,12
27,81,27_81,4001,11
16,34,16_34,1700,11
60,18,60_18,903,18
54,40,54_40,2002,6
4,78,4_78,3900,9
93,47,93_47,2304,4
99,26,99_26,1304,8
74,19,74_19,903,5
56,44,56_44,2202,8
2,84,2_84,4200,6
62,45,62_45,2203,9
71,81,71_81,4003,6
77,28,77_28,1403,3
19,16,19_16,800,6
84,67,84_67,3304,6
0,9,0_9,400,4
41,25,41_25,1202,10
71,17,71_17,803,10
46,37,46_37,1802,4
82,68,82_68,3404,7
43,4,43_4,202,9
52,16,52_16,802,7
56,12,56_12,602,6
81,67,81_67,3304,7
65,73,65_73,3603,6
63,50,63_50,2503,7
91,92,91_92,4604,9
43,43,43_43,2102,6
16,58,16_58,2900,4
97,60,97_60,3004,7
65,46,65_46,2303,4
8,87,8_87,4300,6
66,54,66_54,2703,5
19,34,19_34,1700,3
2,15,2_15,700,2
26,16,26_16,801,2
60,58,60_58,2903,8
34,96,34_96,4801,11
33,57,33_57,2801,6
7,84,7_84,4200,14
99,98,99_98,4904,7
81,92,81_92,4604,3
54,69,54_69,3402,6
72,65,72_65,3203,5
10,4,10_4,200,3
52,71,52_71,3502,4
78,34,78_34,1703,2
45,91,45_91,4502,4
80,89,80_89,4404,2
32,28,32_28,1401,9
84,52,84_52,2604,12
32,90,32_90,4501,6
67,62,67_62,3103,12
29,83,29_83,4101,4
97,33,97_33,1604,5
83,4,83_4,204,4
71,73,71_73,3603,6
37,58,37_58,2901,3
6,41,6_41,2000,5
29,74,29_74,3701,13
17,11,17_11,500,4
62,99,62_99,4903,4
84,93,84_93,4604,4
34,23,34_23,1101,5
28,64,28_64,3201,11
48,68,48_68,3402,12
97,59,97_59,2904,3
21,66,21_66,3301,8
1,90,1_90,4500,6
29,64,29_64,3201,4
75,7,75_7,303,5
58,90,58_90,4502,2
68,41,68_41,2003,8
85,28,85_28,1404,5
23,42,23_42,2101,8
24,84,24_84,4201,9
72,70,72_70,3503,20
17,68,17_68,3400,6
99,32,99_32,1604,9
54,59,54_59,2902,11
45,28,45_28,1402,10
43,85,43_85,4202,4
83,71,83_71,3504,8
20,42,20_42,2101,5
90,57,90_57,2804,5
97,88,97_88,4404,8
7,40,7_40,2000,3
48,59,48_59,2902,3
40,30,40_30,1502,2
1,43,1_43,2100,6
93,94,93_94,4704,9
80,9,80_9,404,3
89,87,89_87,4304,9
22,11,22_11,501,3
72,39,72_39,1903,9
82,25,82_25,1204,9
77,30,77_30,1503,5
57,32,57_32,1602,5
63,70,63_70,3503,4
15,52,15_52,2600,11
34,80,34_80,4001,5
45,88,45_88,4402,5
35,9,35_9,401,20
12,0,12_0,0,29
73,13,73_13,603,3
63,10,63_10,503,9
68,99,68_99,4903,7
23,28,23_28,1401,7
18,76,18_76,3800,8
43,36,43_36,1802,7
57,16,57_16,802,1
72,14,72_14,703,7
30,42,30_42,2101,9
98,0,98_0,4,10
33,45,33_45,2201,7
41,35,41_35,1702,6
83,64,83_64,3204,24
23,76,23_76,3801,2
10,59,10_59,2900,4
75,22,75_22,1103,3
15,20,15_20,1000,3
38,14,38_14,701,3
30,85,30_85,4201,5
48,97,48_97,4802,6
14,78,14_78,3900,8
55,6,55_6,302,24
36,97,36_97,4801,8
87,78,87_78,3904,5
30,14,30_14,701,3
85,4,85_4,204,6
37,17,37_17,801,2
3,22,3_22,1100,36
63,6,63_6,303,6
34,34,34_34,1701,20
8,64,8_64,3200,7
50,17,50_17,802,3
24,67,24_67,3301,6
70,70,70_70,3503,4
4,85,4_85,4200,9
18,3,18_3,100,12
33,86,33_86,4301,3
17,37,17_37,1800,3
33,3,33_3,101,4
22,30,22_30,1501,12
83,96,83_96,4804,9
23,0,23_0,1,9
45,14,45_14,702,8
46,16,46_16,802,7
50,8,50_8,402,2
66,89,66_89,4403,5
90,25,90_25,1204,7
15,49,15_49,2400,4
61,27,61_27,1303,2
3,74,3_74,3700,3
37,91,37_91,4501,7
10,74,10_74,3700,4
29,37,29_37,1801,7
63,77,63_77,3803,7
47,7,47_7,302,5
84,15,84_15,704,2
20,86,20_86,4301,14
7,13,7_13,600,1
2,66,2_66,3300,7
29,44,29_44,2201,9
48,95,48_95,4702,7
84,59,84_59,2904,2
61,6,61_6,303,21
15,94,15_94,4700,11
69,56,69_56,2803,8
61,31,61_31,1503,8
63,80,63_80,4003,12
33,52,33_52,2601,2
86,21,86_21,1004,12
1,56,1_56,2800,9
73,89,73_89,4403,8
96,44,96_44,2204,7
40,52,40_52,2602,17
0,44,0_44,2200,2
53,99,53_99,4902,5
46,94,46_94,4702,11
63,0,63_0,3,2
0,42,0_42,2100,7
60,20,60_20,1003,6
93,37,93_37,1804,9
20,17,20_17,801,7
83,48,83_48,2404,8
68,59,68_59,2903,9
65,56,65_56,2803,12
73,80,73_80,4003,7
32,39,32_39,1901,14
47,33,47_33,1602,5
60,14,60_14,703,6
45,69,45_69,3402,7
47,27,47_27,1302,4
80,92,80_92,4604,3
69,12,69_12,603,3
65,82,65_82,4103,3
71,69,71_69,3403,25
49,23,49_23,1102,2
18,58,18_58,2900,3
53,2,53_2,102,6
10,76,10_76,3800,4
99,6,99_6,304,10
25,97,25_97,4801,4
91,61,91_61,3004,4
66,82,66_82,4103,2
43,7,43_7,302,8
46,80,46_80,4002,4
43,6,43_6,302,8
39,44,39_44,2201,7
93,87,93_87,4304,7
21,86,21_86,4301,6
74,13,74_13,603,2
5,18,5_18,900,6
70,33,70_33,1603,9
66,61,66_61,3003,7
23,98,23_98,4901,11
29,88,29_88,4401,11
0,0,0_0,0,4
45,15,45_15,702,8
7,58,7_58,2900,3
88,62,88_62,3104,6
33,82,33_82,4101,8
47,91,47_91,4502,11
5,77,5_77,3800,8
36,66,36_66,3301,3
19,52,19_52,2600,3
93,77,93_77,3804,3
72,48,72_48,2403,5
34,75,34_75,3701,7
29,18,29_18,901,5
14,87,14_87,4300,5
12,32,12_32,1600,3
81,26,81_26,1304,7
5,25,5_25,1200,7
3,27,3_27,1300,6
70,40,70_40,2003,8
44,51,44_51,2502,6
45,76,45_76,3802,16
14,70,14_70,3500,0
28,52,28_52,2601,3
71,72,71_72,3603,4
25,46,25_46,2301,3
66,60,66_60,3003,6
38,50,38_50,2501,17
23,66,23_66,3301,6
23,34,23_34,1701,14
5,98,5_98,4900,14
27,7,27_7,301,2
37,22,37_22,1101,9
42,15,42_15,702,6
95,38,95_38,1904,5
17,25,17_25,1200,14
90,75,90_75,3704,9
8,11,8_11,500,2
95,12,95_12,604,20
89,35,89_35,1704,2
60,45,60_45,2203,9
11,50,11_50,2500,8
61,26,61_26,1303,1
16,50,16_50,2500,3
27,65,27_65,3201,5
85,52,85_52,2604,12
97,2,97_2,104,7
6,22,6_22,1100,16
17,7,17_7,300,5
12,10,12_10,500,7
8,85,8_85,4200,12
28,86,28_86,4301,8
26,72,26_72,3601,3
11,73,11_73,3600,3
63,21,63_21,1003,12
84,91,84_91,4504,16
79,16,79_16,803,4
75,95,75_95,4703,2
80,91,80_91,4504,12
3,79,3_79,3900,4
5,21,5_21,1000,5
25,15,25_15,701,4
58,89,58_89,4402,6
33,1,33_1,1,7
84,88,84_88,4404,8
13,5,13_5,200,2
57,39,57_39,1902,6
67,29,67_29,1403,12
96,50,96_50,2504,7
57,99,57_99,4902,6
90,62,90_62,3104,7
76,81,76_81,4003,6
5,42,5_42,2100,8
91,51,91_51,2504,11
6,72,6_72,3600,6
20,91,20_91,4501,3
56,99,56_99,4902,11
89,30,89_30,1504,7
5,29,5_29,1400,6
7,48,7_48,2400,11
92,37,92_37,1804,10
49,84,49_84,4202,15
80,22,80_22,1104,7
91,88,91_88,4404,3
63,88,63_88,4403,3
24,11,24_11,501,2
39,51,39_51,2501,7
43,76,43_76,3802,4
84,55,84_55,2704,5
10,14,10_14,700,6
48,54,48_54,2702,4
97,95,97_95,4704,1
7,90,7_90,4500,6
16,23,16_23,1100,3
18,37,18_37,1800,13
67,84,67_84,4203,3
21,5,21_5,201,3
68,39,68_39,1903,3
59,84,59_84,4202,5
84,5,84_5,204,4
35,83,35_83,4101,2
83,26,83_26,1304,9
58,70,58_70,3502,9
85,27,85_27,1304,5
81,58,81_58,2904,14
18,97,18_97,4800,14
10,38,10_38,1900,18
16,3,16_3,100,6
63,27,63_27,1303,4
60,49,60_49,2403,5
42,49,42_49,2402,9
48,0,48_0,2,4
60,55,60_55,2703,17
22,6,22_6,301,7
98,49,98_49,2404,19
86,55,86_55,2704,7
70,20,70_20,1003,4
17,9,17_9,400,1
19,82,19_82,4100,8
90,83,90_83,4104,6
78,80,78_80,4003,7
94,53,94_53,2604,13
39,39,39_39,1901,7
64,24,64_24,1203,2
71,64,71_64,3203,3
77,8,77_8,403,3
59,9,59_9,402,3
55,86,55_86,4302,5
39,40,39_40,2001,3
39,75,39_75,3701,2
4,10,4_10,500,7
39,4,39_4,201,3
53,86,53_86,4302,7
0,91,0_91,4500,11
0,67,0_67,3300,3
75,64,75_64,3203,15
67,90,67_90,4503,4
49,72,49_72,3602,5
93,39,93_39,1904,5
78,23,78_23,1103,7
81,62,81_62,3104,1
80,76,80_76,3804,12
14,7,14_7,300,2
16,64,16_64,3200,5
28,46,28_46,2301,6
70,77,70_77,3803,9
77,67,77_67,3303,6
35,98,35_98,4901,8
34,43,34_43,2101,5
72,97,72_97,4803,3
12,48,12_48,2400,4
68,94,68_94,4703,10
8,33,8_33,1600,5
64,98,64_98,4903,1
54,82,54_82,4102,8
97,99,97_99,4904,7
27,60,27_60,3001,10
97,1,97_1,4,9
17,80,17_80,4000,11
6,29,6_29,1400,9
79,17,79_17,803,12
61,7,61_7,303,8
57,97,57_97,4802,7
96,86,96_86,4304,3
11,89,11_89,4400,5
38,34,38_34,1701,11
83,47,83_47,2304,16
39,53,39_53,2601,2
68,72,68_72,3603,3
65,53,65_53,2603,6
55,28,55_28,1402,3
38,97,38_97,4801,5
94,96,94_96,4804,4
97,23,97_23,1104,6
1,48,1_48,2400,30
91,47,91_47,2304,3
89,6,89_6,304,11
73,67,73_67,3303,14
49,96,49_96,4802,8
76,55,76_55,2703,6
19,64,19_64,3200,4
24,72,24_72,3601,4
15,93,15_93,4600,9
76,80,76_80,4003,4
86,36,86_36,1804,4
61,30,61_30,1503,5
46,66,46_66,3302,9
62,75,62_75,3703,8
51,58,51_58,2902,12
89,65,89_65,3204,2
91,0,91_0,4,5
85,88,85_88,4404,10
17,65,17_65,3200,6
67,33,67_33,1603,4
73,32,73_32,1603,5
51,52,51_52,2602,3
93,61,93_61,3004,2
53,44,53_44,2202,32
56,74,56_74,3702,1
43,91,43_91,4502,12
89,88,89_88,4404,19
35,37,35_37,1801,6
14,80,14_80,4000,10
61,62,61_62,3103,2
14,58,14_58,2900,18
87,36,87_36,1804,6
54,81,54_81,4002,14
84,85,84_85,4204,3
41,99,41_99,4902,7
67,5,67_5,203,6
77,86,77_86,4303,4
46,96,46_96,4802,5
10,89,10_89,4400,9
97,78,97_78,3904,6
64,48,64_48,2403,10
23,84,23_84,4201,7
73,29,73_29,1403,8
89,58,89_58,2904,4
31,27,31_27,1301,8
83,73,83_73,3604,8
34,84,34_84,4201,1
66,49,66_49,2403,10
74,60,74_60,3003,3
87,15,87_15,704,9
52,48,52_48,2402,9
96,30,96_30,1504,7
97,31,97_31,1504,2
69,59,69_59,2903,11
98,96,98_96,4804,9
75,28,75_28,1403,14
54,37,54_37,1802,4
31,59,31_59,2901,11
72,23,72_23,1103,4
51,0,51_0,2,2
29,46,29_46,2301,2
32,51,32_51,2501,2
91,60,91_60,3004,3
57,37,57_37,1802,7
78,12,78_12,603,10
21,58,21_58,2901,6
10,8,10_8,400,2
62,53,62_53,2603,10
15,27,15_27,1300,6
51,37,51_37,1802,14
11,32,11_32,1600,4
1,68,1_68,3400,6
26,53,26_53,2601,3
85,71,85_71,3504,8
68,19,68_19,903,3
83,65,83_65,3204,9
6,4,6_4,200,8
68,70,68_70,3503,4
91,98,91_98,4904,2
4,20,4_20,1000,5
46,1,46_1,2,4
29,43,29_43,2101,14
79,70,79_70,3503,10
74,63,74_63,3103,7
62,97,62_97,4803,5
84,21,84_21,1004,7
85,7,85_7,304,4
82,72,82_72,3604,7
42,44,42_44,2202,5
48,5,48_5,202,8
14,85,14_85,4200,13
16,62,16_62,3100,9
99,21,99_21,1004,37
58,24,58_24,1202,7
82,55,82_55,2704,6
28,89,28_89,4401,7
72,86,72_86,4303,4
93,11,93_11,504,3
31,25,31_25,1201,10
19,74,19_74,3700,5
86,58,86_58,2904,4
30,43,30_43,2101,11
46,24,46_24,1202,12
72,29,72_29,1403,13
6,65,6_65,3200,3
19,15,19_15,700,4
1,32,1_32,1600,14
97,26,97_26,1304,4
15,23,15_23,1100,3
97,61,97_61,3004,3
18,50,18_50,2500,3
7,23,7_23,1100,5
61,79,61_79,3903,8
95,85,95_85,4204,4
89,96,89_96,4804,1
22,15,22_15,701,14
36,77,36_77,3801,4
33,14,33_14,701,2
56,21,56_21,1002,3
80,54,80_54,2704,11
9,59,9_59,2900,4
98,19,98_19,904,4
49,18,49_18,902,3
96,73,96_73,3604,3
25,24,25_24,1201,3
85,55,85_55,2704,3
82,26,82_26,1304,8
68,17,68_17,803,17
15,38,15_38,1900,2
2,22,2_22,1100,16
44,85,44_85,4202,13
22,85,22_85,4201,5
54,94,54_94,4702,11
47,59,47_59,2902,2
85,49,85_49,2404,6
59,46,59_46,2302,8
0,99,0_99,4900,11
28,97,28_97,4801,8
22,68,22_68,3401,5
7,15,7_15,700,10
66,14,66_14,703,12
4,23,4_23,1100,10
59,32,59_32,1602,12
21,38,21_38,1901,4
12,77,12_77,3800,7
8,38,8_38,1900,5
71,22,71_22,1103,24
0,78,0_78,3900,4
52,98,52_98,4902,9
61,1,61_1,3,5
43,27,43_27,1302,10
42,8,42_8,402,9
47,21,47_21,1002,6
88,81,88_81,4004,6
84,72,84_72,3604,15
22,58,22_58,2901,9
86,93,86_93,4604,11
27,94,27_94,4701,5
11,58,11_58,2900,2
6,32,6_32,1600,11
9,13,9_13,600,1
17,26,17_26,1300,6
54,23,54_23,1102,7
54,49,54_49,2402,7
61,50,61_50,2503,4
97,48,97_48,2404,5
75,77,75_77,3803,15
77,76,77_76,3803,10
37,54,37_54,2701,5
0,62,0_62,3100,3
94,85,94_85,4204,7
93,27,93_27,1304,2
26,90,26_90,4501,5
40,21,40_21,1002,4
65,13,65_13,603,5
85,65,85_65,3204,7
22,83,22_83,4101,1
42,6,42_6,302,9
75,39,75_39,1903,9
69,96,69_96,4803,1
85,67,85_67,3304,11
35,57,35_57,2801,6
55,50,55_50,2502,3
9,38,9_38,1900,10
5,93,5_93,4600,6
91,81,91_81,4004,6
46,47,46_47,2302,7
1,96,1_96,4800,8
62,84,62_84,4203,6
62,32,62_32,1603,6
28,47,28_47,2301,13
71,86,71_86,4303,8
95,54,95_54,2704,3
60,85,60_85,4203,16
42,69,42_69,3402,5
79,43,79_43,2103,2
61,82,61_82,4103,5
1,44,1_44,2200,2
3,32,3_32,1600,7
20,79,20_79,3901,6
23,95,23_95,4701,3
89,72,89_72,3604,1
85,35,85_35,1704,5
32,87,32_87,4301,4
16,67,16_67,3300,7
36,7,36_7,301,31
49,52,49_52,2602,5
19,92,19_92,4600,3
96,77,96_77,3804,11
49,11,49_11,502,5
27,28,27_28,1401,8
95,71,95_71,3504,5
66,85,66_85,4203,2
15,30,15_30,1500,24
61,69,61_69,3403,6
88,22,88_22,1104,11
58,7,58_7,302,3
71,40,71_40,2003,4
19,14,19_14,700,5
99,31,99_31,1504,3
44,18,44_18,902,7
87,75,87_75,3704,21
41,83,41_83,4102,7
29,61,29_61,3001,6
80,86,80_86,4304,17
30,82,30_82,4101,16
